id,question
107,"Какие организации подлежат штрафам за агитацию в запрещённый период, и какой размер штрафа для них?"
107,Какова ответственность субъектов малого предпринимательства за проведение предвыборной агитации в запрещенные сроки?
107,Какой штраф предусмотрен для крупных предпринимателей за нарушение правил агитации в день выборов?
107,"Что происходит, если предвыборная агитация ведётся в день республиканского референдума?"
108,Какой штраф предусмотрен для физических лиц за воспрепятствование предвыборной агитации?
108,Какой размер штрафа для должностных лиц за нарушение прав кандидатов на ведение предвыборной агитации?
108,Какой штраф должен уплатить субъект среднего предпринимательства за воспрепятствование агитации?
108,Каковы последствия для крупных предпринимателей за воспрепятствование предвыборной агитации?
108,Кто имеет право вести предвыборную агитацию согласно статье 103?
109,Какое наказание предусмотрено за распространение заведомо ложных сведений о кандидатах на выборах?
109,Какой размер штрафа для физических лиц за подобные деяния?
109,Какой штраф грозит должностным лицам за распространение ложных сведений о политических партиях?
109,Какой размер штрафа предусмотрен для субъектов крупного предпринимательства?
109,Какие действия считаются порочащими честь и достоинство кандидатов и политических партий?
110,Каковы права члена избирательной комиссии в отношении участия в заседаниях?
110,Как член избирательной комиссии может вносить предложения по вопросам своей компетенции?
110,"Что может сделать член комиссии, если его права нарушены?"
110,Какой штраф предусмотрен за нарушение прав члена избирательной комиссии?
110,Какие изменения были внесены в статью 106 в соответствии с Законом РК от 28.12.17 г. № 127-VI?
111,"Какое нарушение прав граждан связано со списком избирателей, согласно статье 106?"
111,Какие действия избирательной комиссии могут привести к штрафу по статье 106?
111,Какова санкция за нарушение права граждан на ознакомление со списком избирателей?
111,"Что происходит, если избирательная комиссия не рассматривает заявление гражданина в день его поступления?"
111,Какое решение суда должно быть исполнено в случае исправления списка избирателей в соответствии со статьёй 106?
112,Какое наказание предусмотрено за представление должностными лицами неверных сведений об избирателях?
112,Какова сумма штрафа за предоставление недостоверных списков избирателей в избирательную комиссию?
112,"Кто несет ответственность за представление неверных сведений о гражданах, имеющих право участвовать в референдуме?"
112,"Что может произойти, если должностные лица местных исполнительных органов передадут недостоверные сведения о избирателях?"
112,Какое количество месячных расчетных показателей составляет штраф за представление неверной информации об избирателях?
113,Какой штраф предусмотрен за голосование два или более раз согласно статье 108?
113,Что происходит при нарушении равного избирательного права в соответствии с главой 11?
113,Какова мера наказания за голосование за другого избирателя согласно статье 108?
113,Какие последствия возникают за нарушения требований о равном избирательном праве?
113,На какую сумму составляют штрафы за нарушение статьи 108?
114,"Какую ответственность несут иностранцы за деятельность, мешающую выборам?"
114,Какой штраф предусмотрен для физических лиц за содействие кандидатам на выборах?
114,Что грозит юридическим лицам за вмешательство в выборные процессы?
114,Может ли иностранный гражданин быть подвергнут административному выдворению за нарушение статьи 109?
114,Какова сумма штрафа для юридических лиц согласно данной статье?
115,Какой штраф предусмотрен за выдачу бюллетеней для голосования другим гражданам?
115,Кто может выдавать избирательные бюллетени гражданам для голосования за других?
115,Какова цель выдачи бюллетеней для голосования другим лицам?
115,Какой размер штрафа указан в статье 110 для членов избирательной комиссии?
115,"Что произойдет, если член избирательной комиссии выдаст бюллетени для голосования другому человеку?"
116,Какой штраф предусмотрен за отказ работодателя предоставить отпуск для участия в выборах?
116,Кто имеет право на отпуск для участия в подготовке и проведении выборов?
116,"Когда вступили в силу изменения, внесенные в заголовок статьи 111?"
116,Какой закон регламентирует возможность отказа работодателя в предоставлении отпуска для выборов?
116,Что подразумевается под 'тридцатью месячными расчетными показателями' в контексте данной статьи?
117,Какие штрафы предусмотрены за необъективное освещение выборной кампании в СМИ?
117,Какие наказания предусмотрены за распространение агитационных материалов в новостных программах?
117,Какова ответственность за публикацию порочащих материалов о кандидатах в СМИ?
117,Что будет за прерывание или комментирование выступлений кандидатов сразу после их эфира?
117,Каковы штрафы за нарушение равного распределения эфирного времени и печатной площади между кандидатами?
118,Какое наказание предусмотрено за изготовление или распространение анонимных агитационных материалов в период выборов?
118,"Какие сведения должны содержаться в агитационных материалах, чтобы избежать штрафа?"
118,"Что произойдет, если агитационные материалы были изготовлены за пределами Республики Казахстан?"
118,Какой размер штрафа установлен за нарушение статьи 113?
118,Какие организации обязаны указывать информацию об изготовленных агитационных материалах?
119,Какое наказание предусмотрено за умышленное уничтожение агитационных материалов согласно статье 114?
119,Какой размер штрафа установлен за повреждение агитационных материалов кандидатов?
119,К каким материалам относится статья 114 в сфере выборов?
119,"Что происходит, если агитационные материалы были вывешены без согласия владельца?"
119,На какие объекты распространяется действие статьи 114?
120,Каково наказание за непредставление отчетов о расходовании средств на выборы?
120,Что именно должен представить кандидат или политическая партия по статье 115?
120,Какой размер штрафа предусмотрен для кандидата за непредставление сведений о выборах?
120,"Какие изменения были внесены в статью 116, упомянутые в статье 115?"
120,Какой штраф назначается юридическим лицам за неопубликование отчетов о расходовании средств?
121,Какой штраф предусмотрен для физических лиц за оказание материальной помощи кандидатам вне избирательных фондов?
121,Какое наказание ожидает субъекты малого предпринимательства за финансирование избирательной кампании не из избирательного фонда?
121,Какой размер штрафа предусмотрен для субъектов среднего предпринимательства за благотворительную помощь кандидатам?
121,Какой штраф налагается на крупные предприятия за оказание материальной помощи политическим партиям вне их избирательных фондов?
121,Какие суммы штрафов предусмотрены для некоммерческих организаций за нарушение статьи 116?
122,Каковы последствия для кандидата на выборную государственную должность за прием пожертвований от иностранных источников?
122,У какого размера штрафа подлежит кандидат в депутаты за принятие пожертвования от иностранного государства?
122,Какие лица могут стать донорами для политической партии согласно статье 117?
122,"Каковы последствия для юридического лица, получившего пожертвование от иностранцев?"
122,"Что происходит с предметами пожертвования, если они были приняты в нарушение закона?"
123,Какое наказание предусмотрено за оказание услуг кандидатам без их письменного согласия?
123,Какой размер штрафа для физических лиц за оказание услуг кандидатам без согласия?
123,Какова санкция для субъектов крупного предпринимательства в случае нарушения статьи 118?
123,"Что произойдет, если юридическое лицо окажет услуги политической партии без согласия?"
123,Какова ответственность для субъектов малого предпринимательства за оказание услуг без письменного согласия кандидатов?
124,Какой штраф предусмотрен за непредставление итогов голосования доверенным лицам или представителям СМИ председателем участковой избирательной комиссии?
124,Какие последствия ожидают председателя территориальной избирательной комиссии за нарушение сроков опубликования итогов голосования?
124,"Какая мера ответственности предусмотрена для председателя Центральной избирательной комиссии за деяния, указанные в частях первой и третьей статьи 119?"
124,Какова сумма штрафа для председателя участковой избирательной комиссии за неполное опубликование сведений об итогах выборов?
124,"Исключена ли какая-либо часть из текста статьи 119, и если да, то какая?"
125,"Каковы последствия нарушений порядка публикаций результатов опросов общественного мнения, связанных с выборами?"
125,Какое наказание предусмотрено для физических лиц за публикацию опросов в течение пяти дней до выборов?
125,"Что необходимо указать при публикации результатов опроса общественного мнения, чтобы избежать штрафов?"
125,Каковы размеры штрафов для юридических лиц за нарушение условий проведения опросов общественного мнения?
125,Каковы последствия за проведение опроса общественного мнения в день выборов в помещении для голосования?
126,Какое наказание за внесение изменений в списки избирателей после начала подсчета голосов?
126,Какой размер штрафа предусмотрен за изменения в списках избирателей после начала подсчета голосов?
126,Можно ли вносить изменения в списки избирателей во время подсчета голосов?
126,"Что произойдет, если изменения в списках избирателей будут внесены после начала подсчета голосов?"
126,Какова процедура внесения изменений в списки избирателей согласно статье 121?
127,Какие штрафы предусмотрены за нарушение условий проведения предвыборной агитации государственными органами или их представителями?
127,Какой размер штрафа предусмотрен для физических лиц за проведение предвыборной агитации с нарушениями?
127,Что влечет за собой проведение предвыборной агитации с предоставлением товаров или услуг на льготных условиях?
127,"Какой штраф грозит за участие журналистов в освещении выборов, если они зарегистрированы как кандидаты?"
127,Какие лица не имеют права проводить предвыборную агитацию согласно статье 122?
128,Какой штраф предусмотрен за нарушение условий предоставления помещений для встреч с избирателями кандидату?
128,"Что произойдет, если одному кандидату предоставят помещение, а другому откажут?"
128,Кто несет ответственность за отказ в предоставлении помещений кандидатам?
128,Какой закон регулирует предоставление помещений для встреч с избирателями?
128,Для каких кандидатов применяются условия статьи 123?
129,Какое наказание предусмотрено за размещение агитационных материалов на памятниках с исторической ценностью?
129,Какие объекты подпадают под запрет размещения агитационных материалов согласно статье 124?
129,Какой штраф будет наложен за размещение агитационных материалов в помещениях для голосования?
129,"Сколько составляет штраф за размещение агитационных материалов на зданиях, имеющих культурную ценность?"
129,"Что может произойти за размещение агитационных материалов на обелисках, согласно главе 11?"
130,Каковы последствия нецелевого расходования средств на предвыборную агитацию?
130,Какой штраф предусмотрен за нарушение порядка расходования бюджетных средств на агитацию?
130,"Что считается нецелевым расходованием средств, выделенных на предвыборную агитацию?"
130,Кто несет ответственность за нарушение порядка расходования средств из республиканского бюджета?
130,Какова сумма штрафа за нарушение статьи 125 касательно предвыборной агитации?
131,Какое наказание предусмотрено за воспрепятствование деятельности наблюдателей на выборах?
131,Что включает в себя право доверенных лиц кандидатов на присутствие на выборах?
131,Каковы последствия отказа в повторном подсчете голосов для доверенных лиц кандидатов?
131,"Что произойдет, если будет воспрепятствовано присутствие наблюдателей иностранных государств на выборах?"
131,Какова сумма штрафа за воспрепятствование праву сопровождения членов избирательной комиссии?
132,Какие изменения были внесены в статью 127 закона РК?
132,"Когда вступают в силу изменения, внесенные законом от 15.04.24 г.?"
132,Какой закон изменил статью 127 в редакции 27.12.19 г.?
132,"Кто отвечает за административные правонарушения, посягающие на права несовершеннолетних?"
132,Что регулирует глава 12 данного закона?
133,Каковы последствия за неисполнение родителями обязанностей по воспитанию несовершеннолетних?
133,Какой штраф предусмотрен за повторное нарушение обязанностей по образованию детей в течение года?
133,Кто может нести ответственность за неисполнение обязанностей по воспитанию несовершеннолетнего?
133,"Каковы последствия, если несовершеннолетний употребляет алкоголь или наркотики в условиях неисполнения обязанностей?"
133,Какое административное взыскание предусмотрено для работников образовательных организаций за неисполнение своих обязанностей?
134,"Какие действия сотрудников организаций образования, здравоохранения и социальной защиты населения подлежат несообщению в правоохранительные органы согласно статье 127-1?"
134,Каков размер штрафа для физических лиц за несообщение о противоправных деяниях несовершеннолетних?
134,Что происходит в случае повторного несообщения об аналогичном деянии в течение года после первого штрафа?
134,"Какой размер штрафа предусмотрен для должностных лиц за несообщение о противоправных деяниях, согласно статье 127-1?"
134,"Какие последствия предусмотрены для работников, если деяния несовершеннолетних не содержат признаков уголовного наказуемого деяния, согласно статье 434 Уголовного кодекса?"
135,Какое наказание предусмотрено за травлю несовершеннолетнего?
135,Каковы последствия повторной травли в течение года?
135,"Что грозит родителям, если травлю совершает их несовершеннолетний ребенок в возрасте от двенадцати до шестнадцати лет?"
135,Какой размер штрафа за повторную травлю несовершеннолетнего?
135,Когда были внесены изменения в статью 127-2 о травле?
136,Какой штраф предусмотрен за вовлечение несовершеннолетнего в административное правонарушение?
136,Что включает в себя вовлечение несовершеннолетнего в собрания и митинги?
136,Каковы последствия за использование несовершеннолетнего в нарушении законодательства во время протеста?
136,На какой срок возможно административное арестование за вовлечение несовершеннолетнего в протестные действия?
136,Каковы особенности применения статьи 128 в отношении несовершеннолетних?
137,"Какой штраф предусмотрен за невыполнение обязательств по постановке на учет детей-сирот и детей, оставшихся без попечения родителей?"
137,Какова ответственность за постановку на учет детей с нарушением установленного срока?
137,"Что произойдет, если должностное лицо повторно нарушит данную статью в течение года?"
137,Какой размер штрафа предусмотрен за повторное деяние по статье 129?
137,"Кто несет ответственность за постановку на учет детей-сирот и детей, оставшихся без попечения родителей?"
138,Какой штраф предусмотрен за невыполнение обязанностей по сохранности жилища детей-сирот?
138,Какие изменения были внесены в часть 1 статьи 130?
138,"Что произойдет, если деяние будет совершено повторно в течение года?"
138,"Какой штраф накладывается за повторное правонарушение, предусмотренное частью первой статьи 130?"
138,"Кто несет ответственность за соблюдение обязанностей по сохранности жилища детей, оставшихся без попечения родителей?"
139,Какое наказание предусмотрено за доведение несовершеннолетнего до состояния опьянения согласно статье 131?
139,Какой размер штрафа существует за доведение несовершеннолетнего до состояния опьянения?
139,Какой срок административного ареста может быть назначен в случае доведения несовершеннолетнего до состояния опьянения?
139,Что подразумевается под доведением несовершеннолетнего до состояния опьянения в контексте данной статьи?
139,К какому виду правонарушений относится доведение несовершеннолетнего до состояния опьянения?
140,Что предусмотрено за нахождение несовершеннолетних в развлекательных заведениях без сопровождения законных представителей в ночное время?
140,Какой размер штрафа за повторное нарушение нахождения несовершеннолетних в развлекательных заведениях в течение года?
140,"С какого времени действует ответственность за нарушение, указанное в статье 132?"
140,Какой штраф накладывается на субъектов малого предпринимательства за допущение несовершеннолетних в развлекательные заведения ночью?
140,Какие последствия могут быть для субъектов крупного предпринимательства при повторном нарушении статьи 132?
141,Какова ответственность за продажу табака лицами младше восемнадцати лет?
141,Какой размер штрафа для физических лиц за продажу табачных изделий несовершеннолетним?
141,"Что происходит, если однократно нарушить закон о продаже табака в течение года?"
141,Каков штраф для субъектов малого предпринимательства при повторном нарушении законодательства?
141,Существует ли различие в штрафах между крупными и малыми предпринимателями при нарушении данного закона?
142,Какое наказание предусматривает статья 134 за распространение несовершеннолетним предметов эротического содержания?
142,Каковы размеры штрафов для физических лиц за первое нарушение статьи 134?
142,Какое дополнительное взыскание наложено на повторные правонарушения согласно части второй статьи 134?
142,Какие действия подпадают под определение 'распространение' согласно статье 134?
142,Как конфискация предметов осуществляется при нарушении статьи 134?
143,Какое поведение считается нарушением при представлении сведений о детях-сиротах в Республиканский банк данных?
143,Каков размер штрафа за нарушение порядка представления сведений о детях-сиротах?
143,Какое повторное нарушение в течение года увеличивает штраф до шестидесяти месячных расчетных показателей?
143,"Что происходит с должностными лицами, если они представляют недостоверные сведения о детях-сиротах?"
143,"Какой закон регулирует вопросы о разглашении сведений о детях-сиротах и детях, оставшихся без попечения родителей?"
144,Какое наказание предусмотрено за незаконное занятие государственных земельных участков?
144,Какова сумма штрафа для физических лиц за нарушение права государственной собственности на землю?
144,"Какой штраф установлен для должностных лиц за нарушения, связанные с государственными землями?"
144,Какие действия считаются нарушением права государственной собственности на землю согласно статье 136?
144,Каковы размеры штрафов для различных субъектов предпринимательства в случае нарушения статьи 136?
145,Какие нарушения земельного законодательства Республики Казахстан при предоставлении права на земельный участок не содержат признаков уголовно наказуемого деяния?
145,Что подразумевается под нарушением сроков рассмотрения ходатайств о предоставлении прав на земельный участок?
145,Каковы последствия принятия решения местным исполнительным органом о предоставлении прав на земельный участок без положительного заключения земельной комиссии?
145,"Что произойдет, если местный исполнительный орган примет решение о предоставлении права частной собственности на земельный участок, который не может находиться в частной собственности?"
145,Какие штрафы предусмотрены для должностных лиц за повторные нарушения земельного законодательства в течение года?
146,Какое наказание предусмотрено за уничтожение межевых знаков границ земельных участков?
146,Каковы размеры штрафов для физических лиц за уничтожение специальных знаков на подземные воды?
146,Какие изменения были внесены в статью 138 в соответствии с законом от 15.03.23?
146,Какой штраф предусмотрен для субъектов среднего предпринимательства за повреждение лесохозяйственных знаков?
146,Что считается уничтожением специальных знаков согласно статье 138?
147,Какой штраф предусмотрен за незаконное пользование недрами согласно статье 139?
147,Какие действия повлекут увеличение штрафа до двухсот процентов от суммы причиненного ущерба?
147,Какой ущерб признается в статье 139 и как он определяется?
147,"С какого момента вступили в силу изменения, внесенные в статью 139 Законом РК № 403-VI?"
147,"Что происходит с имуществом, полученным в результате административного правонарушения по статье 139?"
148,"Каково содержание статьи 140, исключенной в соответствии с Законом РК от 27.12.17 г.?"
148,Когда вступила в силу редакция статьи 140 после исключения?
148,Какой закон исключил статью 140 из содержания?
148,Что означают слова 'согласно старой редакции' в контексте статьи 140?
148,Какие последствия имеет исключение статьи 140 для законодательства?
149,Каковы штрафы за незаконный захват водных объектов согласно статье 141?
149,Какие действия считаются нарушением права государственной собственности на воды?
149,Какой штраф предусмотрен для физических лиц за несоблюдение лимитов забора воды?
149,Какие изменения были внесены в часть 1 статьи 141 Закона РК от 28.12.17 года?
149,Каковы штрафы для крупных предприятий за нарушение водного законодательства согласно статье 141?
150,Каковы последствия нарушения права государственной собственности на леса согласно статье 142?
150,Какой размер штрафа предусмотрен для физических лиц за незаконные действия с лесными участками?
150,Какие лица подлежат штрафу за нарушение статей о лесах и в каком размере?
150,Что такое незаконная переуступка права осуществления лесных пользований согласно главе 13?
150,Каковы штрафные санкции для субъектов крупного предпринимательства за нарушения в сфере государственной собственности на леса?
151,Каково наказание за незаконную переуступку права пользования объектами животного мира?
151,Какое разрешение требуется для пользования объектами растительного мира на особо охраняемых территориях?
151,Какой штраф предусмотрен для субъекта малого предпринимательства за нарушение права государственной собственности на животный мир?
151,Каковы размеры штрафов для должностных лиц за незаконное пользование растительным миром?
151,С какого числа вступили в силу изменения в части 2 статьи 143 согласно Закону РК от 03.01.23?
152,Какое изменение произошло в статье 144 согласно закону РК от 30.12.19 г.?
152,Что означает исключение статьи 144 из закона?
152,Когда была изменена статья 145 и каким законом?
152,Какой закон касается статьи 144 и когда он был принят?
152,Что было в предыдущих редакциях статьи 144 перед исключением?
153,Каковы основные виды нарушений законодательства об охране объектов историко-культурного наследия согласно статье 145?
153,Какой штраф предусмотрен для физических лиц за нарушение условий содержания памятников истории и культуры?
153,Что подразумевается под незаконным перемещением памятников истории и культуры согласно статье 145?
153,Какие условия необходимо соблюдать при проведении научно-реставрационных работ на памятниках истории и культуры?
153,В каких случаях возможно приостановление производимых работ согласно статье 145?
154,Каковы последствия проезда по посевам на механическом транспортном средстве?
154,Какой штраф предусмотрен за проезд по насаждениям?
154,Что включает в себя понятие гужевого транспорта в контексте статьи 146?
154,"Можно ли получить предупреждение за проезд по посевам, или только штраф?"
154,Какой размер штрафа в месячных расчетных показателях за нарушение статьи 146?
155,Каковы последствия за потраву посевов для физических лиц согласно статье 147?
155,Какой штраф предусмотрен для должностных лиц за порчу собранного урожая в соответствии с данной статьей?
155,"Что произойдёт, если нарушение будет совершено повторно в течение года после первого административного взыскания?"
155,Какова сумма штрафа для физических лиц при повторном нарушении условий статьи 147?
155,"Когда вступили в силу изменения, внесенные в статью 147-1 согласно новому закону?"
156,"Какое наказание предусмотрено за умышленное уничтожение или повреждение чужого имущества, если это действие не является уголовно наказуемым?"
156,Каковы последствия повторного умышленного уничтожения или повреждения чужого имущества в течение года после административного взыскания?
156,"Какой штраф налагается за действие, предусмотренное частью первой статьи, если оно совершено повторно?"
156,"Какое наказание применимо к лицу, совершившему умышленное уничтожение имущества, если к нему не применяется административный арест?"
156,"Когда вступили в силу изменения, внесенные в статью 148 в соответствии с Законом РК от 29.10.15 г. № 376-V?"
157,Какое наказание предусмотрено за нарушение сроков возврата государственных натурных грантов для субъектов малого предпринимательства?
157,Какой размер штрафа ожидает субъектов среднего предпринимательства при нарушении сроков возврата государственных натурных грантов?
157,"С какого времени вступает в силу редакция статьи 149, согласно упомянутому закону?"
157,Какое максимальное наказание предусмотрено для субъектов крупного предпринимательства за нарушение сроков возврата грантов?
157,Какое законодательство регулирует сроки возврата государственных натурных грантов в Казахстане?
158,Каковы последствия неисполнения обязанностей по обеспечению антитеррористической защищенности объекта для собственника или руководителя?
